match,team,opponent,team_score,opponent_score,result,status,ronda,temporada
Almería_RayoVallecano,Almería,RayoVallecano,0.0,2.0,loss,finished,1,23_24
RayoVallecano_Almería,RayoVallecano,Almería,2.0,0.0,win,finished,1,23_24
Sevilla_Valencia,Sevilla,Valencia,1.0,2.0,loss,finished,1,23_24
Valencia_Sevilla,Valencia,Sevilla,2.0,1.0,win,finished,1,23_24
RealSociedad_GironaFC,RealSociedad,GironaFC,1.0,1.0,draw,finished,1,23_24
GironaFC_RealSociedad,GironaFC,RealSociedad,1.0,1.0,draw,finished,1,23_24
LasPalmas_Mallorca,LasPalmas,Mallorca,1.0,1.0,draw,finished,1,23_24
Mallorca_LasPalmas,Mallorca,LasPalmas,1.0,1.0,draw,finished,1,23_24
AthleticClub_RealMadrid,AthleticClub,RealMadrid,0.0,2.0,loss,finished,1,23_24
RealMadrid_AthleticClub,RealMadrid,AthleticClub,2.0,0.0,win,finished,1,23_24
CeltaVigo_Osasuna,CeltaVigo,Osasuna,0.0,2.0,loss,finished,1,23_24
Osasuna_CeltaVigo,Osasuna,CeltaVigo,2.0,0.0,win,finished,1,23_24
Villarreal_RealBetis,Villarreal,RealBetis,1.0,2.0,loss,finished,1,23_24
RealBetis_Villarreal,RealBetis,Villarreal,2.0,1.0,win,finished,1,23_24
Getafe_Barcelona,Getafe,Barcelona,0.0,0.0,draw,finished,1,23_24
Barcelona_Getafe,Barcelona,Getafe,0.0,0.0,draw,finished,1,23_24
Cádiz_DeportivoAlavés,Cádiz,DeportivoAlavés,1.0,0.0,win,finished,1,23_24
DeportivoAlavés_Cádiz,DeportivoAlavés,Cádiz,0.0,1.0,loss,finished,1,23_24
AtléticoMadrid_Granada,AtléticoMadrid,Granada,3.0,1.0,win,finished,1,23_24
Granada_AtléticoMadrid,Granada,AtléticoMadrid,1.0,3.0,loss,finished,1,23_24
Osasuna_Granada,Osasuna,Granada,2.0,0.0,win,finished,10,23_24
Granada_Osasuna,Granada,Osasuna,0.0,2.0,loss,finished,10,23_24
RealSociedad_Mallorca,RealSociedad,Mallorca,1.0,0.0,win,finished,10,23_24
Mallorca_RealSociedad,Mallorca,RealSociedad,0.0,1.0,loss,finished,10,23_24
Getafe_RealBetis,Getafe,RealBetis,1.0,1.0,draw,finished,10,23_24
RealBetis_Getafe,RealBetis,Getafe,1.0,1.0,draw,finished,10,23_24
Sevilla_RealMadrid,Sevilla,RealMadrid,1.0,1.0,draw,finished,10,23_24
RealMadrid_Sevilla,RealMadrid,Sevilla,1.0,1.0,draw,finished,10,23_24
CeltaVigo_AtléticoMadrid,CeltaVigo,AtléticoMadrid,0.0,3.0,loss,finished,10,23_24
AtléticoMadrid_CeltaVigo,AtléticoMadrid,CeltaVigo,3.0,0.0,win,finished,10,23_24
LasPalmas_RayoVallecano,LasPalmas,RayoVallecano,0.0,1.0,loss,finished,10,23_24
RayoVallecano_LasPalmas,RayoVallecano,LasPalmas,1.0,0.0,win,finished,10,23_24
GironaFC_Almería,GironaFC,Almería,5.0,2.0,win,finished,10,23_24
Almería_GironaFC,Almería,GironaFC,2.0,5.0,loss,finished,10,23_24
Villarreal_DeportivoAlavés,Villarreal,DeportivoAlavés,1.0,1.0,draw,finished,10,23_24
DeportivoAlavés_Villarreal,DeportivoAlavés,Villarreal,1.0,1.0,draw,finished,10,23_24
Barcelona_AthleticClub,Barcelona,AthleticClub,1.0,0.0,win,finished,10,23_24
AthleticClub_Barcelona,AthleticClub,Barcelona,0.0,1.0,loss,finished,10,23_24
Valencia_Cádiz,Valencia,Cádiz,2.0,0.0,win,finished,10,23_24
Cádiz_Valencia,Cádiz,Valencia,0.0,2.0,loss,finished,10,23_24
GironaFC_CeltaVigo,GironaFC,CeltaVigo,1.0,0.0,win,finished,11,23_24
CeltaVigo_GironaFC,CeltaVigo,GironaFC,0.0,1.0,loss,finished,11,23_24
Almería_LasPalmas,Almería,LasPalmas,1.0,2.0,loss,finished,11,23_24
LasPalmas_Almería,LasPalmas,Almería,2.0,1.0,win,finished,11,23_24
Barcelona_RealMadrid,Barcelona,RealMadrid,1.0,2.0,loss,finished,11,23_24
RealMadrid_Barcelona,RealMadrid,Barcelona,2.0,1.0,win,finished,11,23_24
Mallorca_Getafe,Mallorca,Getafe,0.0,0.0,draw,finished,11,23_24
Getafe_Mallorca,Getafe,Mallorca,0.0,0.0,draw,finished,11,23_24
Cádiz_Sevilla,Cádiz,Sevilla,2.0,2.0,draw,finished,11,23_24
Sevilla_Cádiz,Sevilla,Cádiz,2.0,2.0,draw,finished,11,23_24
RealBetis_Osasuna,RealBetis,Osasuna,2.0,1.0,win,finished,11,23_24
Osasuna_RealBetis,Osasuna,RealBetis,1.0,2.0,loss,finished,11,23_24
RayoVallecano_RealSociedad,RayoVallecano,RealSociedad,2.0,2.0,draw,finished,11,23_24
RealSociedad_RayoVallecano,RealSociedad,RayoVallecano,2.0,2.0,draw,finished,11,23_24
AthleticClub_Valencia,AthleticClub,Valencia,2.0,2.0,draw,finished,11,23_24
Valencia_AthleticClub,Valencia,AthleticClub,2.0,2.0,draw,finished,11,23_24
AtléticoMadrid_DeportivoAlavés,AtléticoMadrid,DeportivoAlavés,2.0,1.0,win,finished,11,23_24
DeportivoAlavés_AtléticoMadrid,DeportivoAlavés,AtléticoMadrid,1.0,2.0,loss,finished,11,23_24
Granada_Villarreal,Granada,Villarreal,2.0,3.0,loss,finished,11,23_24
Villarreal_Granada,Villarreal,Granada,3.0,2.0,win,finished,11,23_24
LasPalmas_AtléticoMadrid,LasPalmas,AtléticoMadrid,2.0,1.0,win,finished,12,23_24
AtléticoMadrid_LasPalmas,AtléticoMadrid,LasPalmas,1.0,2.0,loss,finished,12,23_24
Osasuna_GironaFC,Osasuna,GironaFC,2.0,4.0,loss,finished,12,23_24
GironaFC_Osasuna,GironaFC,Osasuna,4.0,2.0,win,finished,12,23_24
RealBetis_Mallorca,RealBetis,Mallorca,2.0,0.0,win,finished,12,23_24
Mallorca_RealBetis,Mallorca,RealBetis,0.0,2.0,loss,finished,12,23_24
CeltaVigo_Sevilla,CeltaVigo,Sevilla,1.0,1.0,draw,finished,12,23_24
Sevilla_CeltaVigo,Sevilla,CeltaVigo,1.0,1.0,draw,finished,12,23_24
RealSociedad_Barcelona,RealSociedad,Barcelona,0.0,1.0,loss,finished,12,23_24
Barcelona_RealSociedad,Barcelona,RealSociedad,1.0,0.0,win,finished,12,23_24
DeportivoAlavés_Almería,DeportivoAlavés,Almería,1.0,0.0,win,finished,12,23_24
Almería_DeportivoAlavés,Almería,DeportivoAlavés,0.0,1.0,loss,finished,12,23_24
Valencia_Granada,Valencia,Granada,1.0,0.0,win,finished,12,23_24
Granada_Valencia,Granada,Valencia,0.0,1.0,loss,finished,12,23_24
Villarreal_AthleticClub,Villarreal,AthleticClub,2.0,3.0,loss,finished,12,23_24
AthleticClub_Villarreal,AthleticClub,Villarreal,3.0,2.0,win,finished,12,23_24
RealMadrid_RayoVallecano,RealMadrid,RayoVallecano,0.0,0.0,draw,finished,12,23_24
RayoVallecano_RealMadrid,RayoVallecano,RealMadrid,0.0,0.0,draw,finished,12,23_24
Getafe_Cádiz,Getafe,Cádiz,1.0,0.0,win,finished,12,23_24
Cádiz_Getafe,Cádiz,Getafe,0.0,1.0,loss,finished,12,23_24
AthleticClub_CeltaVigo,AthleticClub,CeltaVigo,4.0,3.0,win,finished,13,23_24
CeltaVigo_AthleticClub,CeltaVigo,AthleticClub,3.0,4.0,loss,finished,13,23_24
RayoVallecano_GironaFC,RayoVallecano,GironaFC,1.0,2.0,loss,finished,13,23_24
GironaFC_RayoVallecano,GironaFC,RayoVallecano,2.0,1.0,win,finished,13,23_24
Almería_RealSociedad,Almería,RealSociedad,1.0,3.0,loss,finished,13,23_24
RealSociedad_Almería,RealSociedad,Almería,3.0,1.0,win,finished,13,23_24
Granada_Getafe,Granada,Getafe,1.0,1.0,draw,finished,13,23_24
Getafe_Granada,Getafe,Granada,1.0,1.0,draw,finished,13,23_24
Osasuna_LasPalmas,Osasuna,LasPalmas,1.0,1.0,draw,finished,13,23_24
LasPalmas_Osasuna,LasPalmas,Osasuna,1.0,1.0,draw,finished,13,23_24
RealMadrid_Valencia,RealMadrid,Valencia,5.0,1.0,win,finished,13,23_24
Valencia_RealMadrid,Valencia,RealMadrid,1.0,5.0,loss,finished,13,23_24
Mallorca_Cádiz,Mallorca,Cádiz,,,,postponed,13,23_24
Cádiz_Mallorca,Cádiz,Mallorca,,,,postponed,13,23_24
Barcelona_DeportivoAlavés,Barcelona,DeportivoAlavés,2.0,1.0,win,finished,13,23_24
DeportivoAlavés_Barcelona,DeportivoAlavés,Barcelona,1.0,2.0,loss,finished,13,23_24
Sevilla_RealBetis,Sevilla,RealBetis,1.0,1.0,draw,finished,13,23_24
RealBetis_Sevilla,RealBetis,Sevilla,1.0,1.0,draw,finished,13,23_24
AtléticoMadrid_Villarreal,AtléticoMadrid,Villarreal,3.0,1.0,win,finished,13,23_24
Villarreal_AtléticoMadrid,Villarreal,AtléticoMadrid,1.0,3.0,loss,finished,13,23_24
Mallorca_Cádiz,Mallorca,Cádiz,1.0,1.0,draw,finished,13,23_24
Cádiz_Mallorca,Cádiz,Mallorca,1.0,1.0,draw,finished,13,23_24
DeportivoAlavés_Granada,DeportivoAlavés,Granada,3.0,1.0,win,finished,14,23_24
Granada_DeportivoAlavés,Granada,DeportivoAlavés,1.0,3.0,loss,finished,14,23_24
RayoVallecano_Barcelona,RayoVallecano,Barcelona,1.0,1.0,draw,finished,14,23_24
Barcelona_RayoVallecano,Barcelona,RayoVallecano,1.0,1.0,draw,finished,14,23_24
Valencia_CeltaVigo,Valencia,CeltaVigo,0.0,0.0,draw,finished,14,23_24
CeltaVigo_Valencia,CeltaVigo,Valencia,0.0,0.0,draw,finished,14,23_24
Getafe_Almería,Getafe,Almería,2.0,1.0,win,finished,14,23_24
Almería_Getafe,Almería,Getafe,1.0,2.0,loss,finished,14,23_24
AtléticoMadrid_Mallorca,AtléticoMadrid,Mallorca,1.0,0.0,win,finished,14,23_24
Mallorca_AtléticoMadrid,Mallorca,AtléticoMadrid,0.0,1.0,loss,finished,14,23_24
Villarreal_Osasuna,Villarreal,Osasuna,3.0,1.0,win,finished,14,23_24
Osasuna_Villarreal,Osasuna,Villarreal,1.0,3.0,loss,finished,14,23_24
RealSociedad_Sevilla,RealSociedad,Sevilla,2.0,1.0,win,finished,14,23_24
Sevilla_RealSociedad,Sevilla,RealSociedad,1.0,2.0,loss,finished,14,23_24
Cádiz_RealMadrid,Cádiz,RealMadrid,0.0,3.0,loss,finished,14,23_24
RealMadrid_Cádiz,RealMadrid,Cádiz,3.0,0.0,win,finished,14,23_24
RealBetis_LasPalmas,RealBetis,LasPalmas,1.0,0.0,win,finished,14,23_24
LasPalmas_RealBetis,LasPalmas,RealBetis,0.0,1.0,loss,finished,14,23_24
GironaFC_AthleticClub,GironaFC,AthleticClub,1.0,1.0,draw,finished,14,23_24
AthleticClub_GironaFC,AthleticClub,GironaFC,1.0,1.0,draw,finished,14,23_24
LasPalmas_Getafe,LasPalmas,Getafe,2.0,0.0,win,finished,15,23_24
Getafe_LasPalmas,Getafe,LasPalmas,0.0,2.0,loss,finished,15,23_24
GironaFC_Valencia,GironaFC,Valencia,2.0,1.0,win,finished,15,23_24
Valencia_GironaFC,Valencia,GironaFC,1.0,2.0,loss,finished,15,23_24
AthleticClub_RayoVallecano,AthleticClub,RayoVallecano,4.0,0.0,win,finished,15,23_24
RayoVallecano_AthleticClub,RayoVallecano,AthleticClub,0.0,4.0,loss,finished,15,23_24
RealMadrid_Granada,RealMadrid,Granada,2.0,0.0,win,finished,15,23_24
Granada_RealMadrid,Granada,RealMadrid,0.0,2.0,loss,finished,15,23_24
Osasuna_RealSociedad,Osasuna,RealSociedad,1.0,1.0,draw,finished,15,23_24
RealSociedad_Osasuna,RealSociedad,Osasuna,1.0,1.0,draw,finished,15,23_24
Mallorca_DeportivoAlavés,Mallorca,DeportivoAlavés,0.0,0.0,draw,finished,15,23_24
DeportivoAlavés_Mallorca,DeportivoAlavés,Mallorca,0.0,0.0,draw,finished,15,23_24
Almería_RealBetis,Almería,RealBetis,0.0,0.0,draw,finished,15,23_24
RealBetis_Almería,RealBetis,Almería,0.0,0.0,draw,finished,15,23_24
Sevilla_Villarreal,Sevilla,Villarreal,1.0,1.0,draw,finished,15,23_24
Villarreal_Sevilla,Villarreal,Sevilla,1.0,1.0,draw,finished,15,23_24
Barcelona_AtléticoMadrid,Barcelona,AtléticoMadrid,1.0,0.0,win,finished,15,23_24
AtléticoMadrid_Barcelona,AtléticoMadrid,Barcelona,0.0,1.0,loss,finished,15,23_24
CeltaVigo_Cádiz,CeltaVigo,Cádiz,1.0,1.0,draw,finished,15,23_24
Cádiz_CeltaVigo,Cádiz,CeltaVigo,1.0,1.0,draw,finished,15,23_24
Getafe_Valencia,Getafe,Valencia,1.0,0.0,win,finished,16,23_24
Valencia_Getafe,Valencia,Getafe,0.0,1.0,loss,finished,16,23_24
DeportivoAlavés_LasPalmas,DeportivoAlavés,LasPalmas,0.0,1.0,loss,finished,16,23_24
LasPalmas_DeportivoAlavés,LasPalmas,DeportivoAlavés,1.0,0.0,win,finished,16,23_24
RealBetis_RealMadrid,RealBetis,RealMadrid,1.0,1.0,draw,finished,16,23_24
RealMadrid_RealBetis,RealMadrid,RealBetis,1.0,1.0,draw,finished,16,23_24
Villarreal_RealSociedad,Villarreal,RealSociedad,0.0,3.0,loss,finished,16,23_24
RealSociedad_Villarreal,RealSociedad,Villarreal,3.0,0.0,win,finished,16,23_24
Mallorca_Sevilla,Mallorca,Sevilla,1.0,0.0,win,finished,16,23_24
Sevilla_Mallorca,Sevilla,Mallorca,0.0,1.0,loss,finished,16,23_24
AtléticoMadrid_Almería,AtléticoMadrid,Almería,2.0,1.0,win,finished,16,23_24
Almería_AtléticoMadrid,Almería,AtléticoMadrid,1.0,2.0,loss,finished,16,23_24
Cádiz_Osasuna,Cádiz,Osasuna,1.0,1.0,draw,finished,16,23_24
Osasuna_Cádiz,Osasuna,Cádiz,1.0,1.0,draw,finished,16,23_24
Barcelona_GironaFC,Barcelona,GironaFC,2.0,4.0,loss,finished,16,23_24
GironaFC_Barcelona,GironaFC,Barcelona,4.0,2.0,win,finished,16,23_24
Granada_AthleticClub,Granada,AthleticClub,1.0,1.0,draw,finished,16,23_24
AthleticClub_Granada,AthleticClub,Granada,1.0,1.0,draw,finished,16,23_24
RayoVallecano_CeltaVigo,RayoVallecano,CeltaVigo,0.0,0.0,draw,finished,16,23_24
CeltaVigo_RayoVallecano,CeltaVigo,RayoVallecano,0.0,0.0,draw,finished,16,23_24
Osasuna_RayoVallecano,Osasuna,RayoVallecano,1.0,0.0,win,finished,17,23_24
RayoVallecano_Osasuna,RayoVallecano,Osasuna,0.0,1.0,loss,finished,17,23_24
CeltaVigo_Granada,CeltaVigo,Granada,1.0,0.0,win,finished,17,23_24
Granada_CeltaVigo,Granada,CeltaVigo,0.0,1.0,loss,finished,17,23_24
AthleticClub_AtléticoMadrid,AthleticClub,AtléticoMadrid,2.0,0.0,win,finished,17,23_24
AtléticoMadrid_AthleticClub,AtléticoMadrid,AthleticClub,0.0,2.0,loss,finished,17,23_24
Sevilla_Getafe,Sevilla,Getafe,0.0,3.0,loss,finished,17,23_24
Getafe_Sevilla,Getafe,Sevilla,3.0,0.0,win,finished,17,23_24
Valencia_Barcelona,Valencia,Barcelona,1.0,1.0,draw,finished,17,23_24
Barcelona_Valencia,Barcelona,Valencia,1.0,1.0,draw,finished,17,23_24
Almería_Mallorca,Almería,Mallorca,0.0,0.0,draw,finished,17,23_24
Mallorca_Almería,Mallorca,Almería,0.0,0.0,draw,finished,17,23_24
RealSociedad_RealBetis,RealSociedad,RealBetis,0.0,0.0,draw,finished,17,23_24
RealBetis_RealSociedad,RealBetis,RealSociedad,0.0,0.0,draw,finished,17,23_24
LasPalmas_Cádiz,LasPalmas,Cádiz,1.0,1.0,draw,finished,17,23_24
Cádiz_LasPalmas,Cádiz,LasPalmas,1.0,1.0,draw,finished,17,23_24
RealMadrid_Villarreal,RealMadrid,Villarreal,4.0,1.0,win,finished,17,23_24
Villarreal_RealMadrid,Villarreal,RealMadrid,1.0,4.0,loss,finished,17,23_24
GironaFC_DeportivoAlavés,GironaFC,DeportivoAlavés,3.0,0.0,win,finished,17,23_24
DeportivoAlavés_GironaFC,DeportivoAlavés,GironaFC,0.0,3.0,loss,finished,17,23_24
RayoVallecano_Valencia,RayoVallecano,Valencia,0.0,1.0,loss,finished,18,23_24
Valencia_RayoVallecano,Valencia,RayoVallecano,1.0,0.0,win,finished,18,23_24
AtléticoMadrid_Getafe,AtléticoMadrid,Getafe,3.0,3.0,draw,finished,18,23_24
Getafe_AtléticoMadrid,Getafe,AtléticoMadrid,3.0,3.0,draw,finished,18,23_24
Granada_Sevilla,Granada,Sevilla,0.0,3.0,loss,finished,18,23_24
Sevilla_Granada,Sevilla,Granada,3.0,0.0,win,finished,18,23_24
Barcelona_Almería,Barcelona,Almería,3.0,2.0,win,finished,18,23_24
Almería_Barcelona,Almería,Barcelona,2.0,3.0,loss,finished,18,23_24
AthleticClub_LasPalmas,AthleticClub,LasPalmas,1.0,0.0,win,finished,18,23_24
